wine,link,pontuação,avaliações,volume
Canepa Reserva Famiglia Sauvignon Blanc 2016,https://wine.com.br/vinhos/canepa-reserva-famiglia-sauvignon-blanc-2016/prod15910.html,,(3),750.00 ml
Julian Reynolds Reserva 2009,https://wine.com.br/vinhos/julian-reynolds-reserva-2009/prod15859.html,,(4),750.00 ml
"Julian Reynolds Reserva 2009 1,5 L",https://wine.com.br/vinhos/julian-reynolds-reserva-2009-1-5-l/prod15856.html,,,1500.00 ml
Julian Reynolds Reserva 2009 375 Ml,https://wine.com.br/vinhos/julian-reynolds-reserva-2009-375-ml/prod15860.html,,,375.00 ml
Julian Reynolds Branco 2015,https://wine.com.br/vinhos/julian-reynolds-branco-2015/prod15857.html,,,750.00 ml
Urmeneta Chardonnay 2016,https://wine.com.br/vinhos/urmeneta-chardonnay-2016/prod15896.html,,(10),750.00 ml
Vermillon Reserva Chardonnay 2015,https://wine.com.br/vinhos/vermillon-reserva-chardonnay-2015/prod15932.html,,(2),750.00 ml
Partridge Unfiltered Pinot Gris 2016,https://wine.com.br/vinhos/partridge-unfiltered-pinot-gris-2016/prod15934.html,,(3),750.00 ml
Fortant de france Terroir Littoral Merlot 2015,https://wine.com.br/vinhos/fortant-de-france-terroir-littoral-merlot-2015/prod15945.html,,(3),750.00 ml
Partridge Unfiltered Sauvignon Blanc 2016,https://wine.com.br/vinhos/partridge-unfiltered-sauvignon-blanc-2016/prod15935.html,,(4),750.00 ml
Pagos del Rey Bajoz D.O. Toro Tinta de Toro Rosé 2015,https://wine.com.br/vinhos/pagos-del-rey-bajoz-d-o-toro-tinta-de-toro-rose-2015/prod15924.html,,(4),750.00 ml
Pagos del Rey Bajoz D.O. Toro Malvasía Blanco 2015,https://wine.com.br/vinhos/pagos-del-rey-bajoz-d-o-toro-malvasia-blanco-2015/prod15923.html,,(1),750.00 ml
Maison Bouachon Prince De Monvert A.O.C. Côte Rôtie 2009,https://wine.com.br/vinhos/maison-bouachon-prince-de-monvert-a-o-c-cote-rotie-2009/prod15942.html,,,750.00 ml
Urmeneta Rosé 2016,https://wine.com.br/vinhos/urmeneta-rose-2016/prod15898.html,,(18),750.00 ml
Pipeta D.O. Toro Tempranillo 2014,https://wine.com.br/vinhos/pipeta-d-o-toro-tempranillo-2014/prod15986.html,,(20),750.00 ml
Altivo Classic Torrontés 2015,https://wine.com.br/vinhos/altivo-classic-torrontes-2015/prod15954.html,,(2),750.00 ml
Danger Point Cabernet Sauvignon Merlot 2015,https://wine.com.br/vinhos/danger-point-cabernet-sauvignon-merlot-2015/prod15967.html,,(23),750.00 ml
Miolo Lote 43 2012,https://wine.com.br/vinhos/miolo-lote-43-2012/prod15968.html,,(2),750.00 ml
Maison Bouachon Les Rabassières A.O.C. Côtes-Du-Rhône 2015,https://wine.com.br/vinhos/maison-bouachon-les-rabassieres-a-o-c-cotes-du-rhone-2015/prod15946.html,,(12),750.00 ml
Viñedo de Los Vientos Estival 2015,https://wine.com.br/vinhos/vinedo-de-los-vientos-estival-2015/prod15997.html,,,750.00 ml
Viñedo De Los Vientos Eolo Gran Reserva 2012,https://wine.com.br/vinhos/vinedo-de-los-vientos-eolo-gran-reserva-2012/prod15996.html,,(10),750.00 ml
Canepa Novísimo Pinot Grigio 2016,https://wine.com.br/vinhos/canepa-novisimo-pinot-grigio-2016/prod15979.html,,(11),750.00 ml
Root: 1 Sauvignon Blanc 2015,https://wine.com.br/vinhos/root-1-sauvignon-blanc-2015/prod15972.html,,(1),750.00 ml
Artefacto Branco 2015 375ml,https://wine.com.br/vinhos/artefacto-branco-2015-375ml/prod15778.html,,,375.00 ml
Dehesas Viejas D.O. Ribera Del Duero Roble 2015,https://wine.com.br/vinhos/dehesas-viejas-d-o-ribera-del-duero-roble-2015/prod15831.html,,(2),750.00 ml
Calyptra Gran Reserva Sauvignon Blanc 2013,https://wine.com.br/vinhos/calyptra-gran-reserva-sauvignon-blanc-2013/prod15783.html,,,750.00 ml
Mise De La Baronnie Médoc 2013,https://wine.com.br/vinhos/mise-de-la-baronnie-medoc-2013/prod15822.html,,,750.00 ml
Blume Do Rueda Verdejo 2015,https://wine.com.br/vinhos/blume-do-rueda-verdejo-2015/prod15829.html,,(1),750.00 ml
Quinta Do Portal Colheita 2013,https://wine.com.br/vinhos/quinta-do-portal-colheita-2013/prod15818.html,,(6),750.00 ml
Bodega Amalia Dos Fincas Valle de Uco Cabernet Sauvignon Malbec 2014,https://wine.com.br/vinhos/bodega-amalia-dos-fincas-valle-de-uco-cabernet-sauvignon-malbec-2014/prod15819.html,,(1),750.00 ml
Fratelli Dogliani Moscato Asti Docg 2015,https://wine.com.br/vinhos/fratelli-dogliani-moscato-asti-docg-2015/prod15787.html,,(2),750.00 ml
Bajoz Toro Roble 2014,https://wine.com.br/vinhos/bajoz-toro-roble-2014/prod15828.html,,,750.00 ml
"Fratelli Dogliani Docg Barolo 2012 1,5l",https://wine.com.br/vinhos/fratelli-dogliani-docg-barolo-2012-1-5l/prod15781.html,,,1500.00 ml
Fratelli Dogliani Barolo Riserva DOCG 2007,https://wine.com.br/vinhos/fratelli-dogliani-barolo-riserva-docg-2007/prod15786.html,,(1),750.00 ml
"Protos Crianza D.O. Ribera del Duero 2012 1,5 L",https://wine.com.br/vinhos/protos-crianza-d-o-ribera-del-duero-2012-1-5-l/prod15796.html,,,1500.00 ml
Mise De La Baronnie Aoc Pauillac 2012,https://wine.com.br/vinhos/mise-de-la-baronnie-aoc-pauillac-2012/prod15823.html,,,750.00 ml
La Veguilla Roble Do Ribera Del Duero 2014,https://wine.com.br/vinhos/la-veguilla-roble-do-ribera-del-duero-2014/prod15809.html,,(27),750.00 ml
Tenuta Santantonio Docg Amarone Della Valpolicella 2013,https://wine.com.br/vinhos/tenuta-santantonio-docg-amarone-della-valpolicella-2013/prod15763.html,,(1),750.00 ml
Canepa Reserva Famiglia Cabernet Sauvignon 2015.,https://wine.com.br/vinhos/canepa-reserva-famiglia-cabernet-sauvignon-2015-/prod15771.html,,(5),750.00 ml
Miguel Torres Cordillera de los Andes Reserva Privada Syrah 2011,https://wine.com.br/vinhos/miguel-torres-cordillera-de-los-andes-reserva-privada-syrah-2011/prod15837.html,,(9),750.00 ml
Domaine Sainte-Eugénie A.O.C. Corbières 2015,https://wine.com.br/vinhos/domaine-sainte-eugenie-a-o-c-corbieres-2015/prod15806.html,,(34),750.00 ml
Pagos del Rey Bajoz D.O. Toro Malvasía Blanco 2014,https://wine.com.br/vinhos/pagos-del-rey-bajoz-d-o-toro-malvasia-blanco-2014/prod15826.html,,,750.00 ml
Miguel torres cordilhera de los andes chardonnay rva priv 2013 (Razac),https://wine.com.br/vinhos/miguel-torres-cordilhera-de-los-andes-chardonnay-rva-priv-2013-razac-/prod15836.html,,(7),750.00 ml
Barahonda Campo Arriba 2013,https://wine.com.br/vinhos/barahonda-campo-arriba-2013/prod15734.html,,(34),750.00 ml
Bacalhôa JP Azeitão Seleção do Enólogo Rosé 2015,https://wine.com.br/vinhos/bacalhoa-jp-azeitao-selecao-do-enologo-rose-2015/prod15816.html,,(9),750.00 ml
Pico Cuadro Original 2012,https://wine.com.br/vinhos/pico-cuadro-original-2012/prod15811.html,,(38),750.00 ml
Finca Ventura Dop Jumilla Garnacha 2015,https://wine.com.br/vinhos/finca-ventura-dop-jumilla-garnacha-2015/prod15834.html,,(51),750.00 ml
La Mora D.O.C. Maremma Toscana Rosso 2014,https://wine.com.br/vinhos/la-mora-d-o-c-maremma-toscana-rosso-2014/prod15812.html,,(37),750.00 ml
Fratelli Dogliani Doc Dolcetto D`Alba 2015,https://wine.com.br/vinhos/fratelli-dogliani-doc-dolcetto-d-alba-2015/prod15788.html,,(1),750.00 ml
Château De La Placelière A.O.P. Muscated Sèvre et Maine 2015,https://wine.com.br/vinhos/chateau-de-la-placeliere-a-o-p-muscated-sevre-et-maine-2015/prod15801.html,,,750.00 ml
Valpolicella Superiore La Bandina 2011.,https://wine.com.br/vinhos/valpolicella-superiore-la-bandina-2011-/prod15766.html,,(1),750.00 ml
Maycas Del Limarí Sumaq Reserva Syrah 2015,https://wine.com.br/vinhos/maycas-del-limari-sumaq-reserva-syrah-2015/prod15770.html,,(30),750.00 ml
"Carpineto Vino Nobile Montepulciano Riserva Docg 2011 1,5l",https://wine.com.br/vinhos/carpineto-vino-nobile-montepulciano-riserva-docg-2011-1-5l/prod15790.html,,(1),1500.00 ml
Calyptra Inedito Limited Edition 2010,https://wine.com.br/vinhos/calyptra-inedito-limited-edition-2010/prod15784.html,,(4),750.00 ml
Partridge Gran Reserva Bonarda 2014,https://wine.com.br/vinhos/partridge-gran-reserva-bonarda-2014/prod15772.html,,(46),750.00 ml
Toro Loco Reserva 2012.,https://wine.com.br/vinhos/toro-loco-reserva-2012-/prod15769.html,,(14),750.00 ml
Partridge Gran Reserva Malbec 2014,https://wine.com.br/vinhos/partridge-gran-reserva-malbec-2014/prod15773.html,,(20),750.00 ml
Domaine De Saint De Just Yves Lambert Saumur-Champigny 2015,https://wine.com.br/vinhos/domaine-de-saint-de-just-yves-lambert-saumur-champigny-2015/prod15802.html,,,750.00 ml
L'Esprit de Chevalier Rouge 2013,https://wine.com.br/vinhos/l-esprit-de-chevalier-rouge-2013/prod15743.html,,,750.00 ml
Julian Reynolds Branco 2015 375ml,https://wine.com.br/vinhos/julian-reynolds-branco-2015-375ml/prod15858.html,,,375.00 ml
Goulart M The Marshall Reserva Malbec 2012,https://wine.com.br/vinhos/goulart-m-the-marshall-reserva-malbec-2012/prod15854.html,,(13),750.00 ml
L´Esprit de Chevalier Blanc 2013,https://wine.com.br/vinhos/l-esprit-de-chevalier-blanc-2013/prod15745.html,,(2),750.00 ml
Tenuta Sant`Antonio Sponsà Igt Veronese 2013.,https://wine.com.br/vinhos/tenuta-sant-antonio-sponsa-igt-veronese-2013-/prod15764.html,,(1),750.00 ml
Barahonda Barrica Monastrell Syrah 2013,https://wine.com.br/vinhos/barahonda-barrica-monastrell-syrah-2013/prod15733.html,,(13),750.00 ml
"Artefacto Colheita 2015 1,5l",https://wine.com.br/vinhos/artefacto-colheita-2015-1-5l/prod15779.html,,,1500.00 ml
Artefacto Tinto 2015 375 ml,https://wine.com.br/vinhos/artefacto-tinto-2015-375-ml/prod15780.html,,,375.00 ml
Barahonda Tranco Monastrell Cabernet Sauvignon 2014,https://wine.com.br/vinhos/barahonda-tranco-monastrell-cabernet-sauvignon-2014/prod15736.html,,(37),750.00 ml
Luna Beberide D.O. Bierzo Mencía 2015.,https://wine.com.br/vinhos/luna-beberide-d-o-bierzo-mencia-2015-/prod15754.html,,(8),750.00 ml
Mise De La Baronnie Saint Emilion 2013,https://wine.com.br/vinhos/mise-de-la-baronnie-saint-emilion-2013/prod15824.html,,(3),750.00 ml
Protos Gran Reserva D.O. Ribera del Duero 2010,https://wine.com.br/vinhos/protos-gran-reserva-d-o-ribera-del-duero-2010/prod15797.html,,,750.00 ml
"Quinta Do Portal Touriga Nacional 2013 1,5 L",https://wine.com.br/vinhos/quinta-do-portal-touriga-nacional-2013-1-5-l/prod15753.html,,(1),1500.00 ml
Sainte Eugénie Le Clos Aoc Corbieres Rouge 2015,https://wine.com.br/vinhos/sainte-eugenie-le-clos-aoc-corbieres-rouge-2015/prod15732.html,,(2),750.00 ml
Fratelli Dogliani Barolo Docg 2012 375 Ml,https://wine.com.br/vinhos/fratelli-dogliani-barolo-docg-2012-375-ml/prod15785.html,,,375.00 ml
Château De La Pierre A.O.P. Muscadet Côtes De Grandlieu 2015,https://wine.com.br/vinhos/chateau-de-la-pierre-a-o-p-muscadet-cotes-de-grandlieu-2015/prod15799.html,,,750.00 ml
Cistum D.O. Navarra Garnacha 2011,https://wine.com.br/vinhos/cistum-d-o-navarra-garnacha-2011/prod15741.html,,(9),750.00 ml
Finca Ventura Dop Jumilla Monastrell 2015,https://wine.com.br/vinhos/finca-ventura-dop-jumilla-monastrell-2015/prod15835.html,,(59),750.00 ml
Fratelli Dogliani Doc Dolcetto D`Alba 2015 375 Ml,https://wine.com.br/vinhos/fratelli-dogliani-doc-dolcetto-d-alba-2015-375-ml/prod15789.html,,,375.00 ml
Terralis Cabernet Merlot 2016,https://wine.com.br/vinhos/terralis-cabernet-merlot-2016/prod15692.html,,(50),750.00 ml
Bolla Classico D.O.C. Bardolino 2015,https://wine.com.br/vinhos/bolla-classico-d-o-c-bardolino-2015/prod15727.html,,,750.00 ml
Viu Manent Secreto Sauvignon Blanc 2015,https://wine.com.br/vinhos/viu-manent-secreto-sauvignon-blanc-2015/prod15708.html,,,750.00 ml
Narbona Tannat Roble 2012,https://wine.com.br/vinhos/narbona-tannat-roble-2012/prod15722.html,,,750.00 ml
Le Clos AOC Corbieres Rosé 2015,https://wine.com.br/vinhos/le-clos-aoc-corbieres-rose-2015/prod15731.html,,,750.00 ml
Las Perdices Tinamu 2010,https://wine.com.br/vinhos/las-perdices-tinamu-2010/prod15710.html,,,750.00 ml
Miolo Seleção Pinot Grigio / Riesling 2016,https://wine.com.br/vinhos/miolo-selecao-pinot-grigio-riesling-2016/prod15717.html,,,750.00 ml
Louis M. Martini Napa Valley Cabernet Sauvignon Lote 1 2013,https://wine.com.br/vinhos/louis-m-martini-napa-valley-cabernet-sauvignon-lote-1-2013/prod15700.html,,,750.00 ml
Le Haut-Médoc De Maucaillou 2011,https://wine.com.br/vinhos/le-haut-medoc-de-maucaillou-2011/prod15729.html,,(2),750.00 ml
Natana Cuvée Blanche 2016,https://wine.com.br/vinhos/natana-cuvee-blanche-2016/prod15695.html,,(20),750.00 ml
Caleo Nero D`Avola Sicilia 2015,https://wine.com.br/vinhos/caleo-nero-d-avola-sicilia-2015/prod15725.html,,(1),750.00 ml
Macmurray Russian River Valley Pinot Gris 2014,https://wine.com.br/vinhos/macmurray-russian-river-valley-pinot-gris-2014/prod15698.html,,(2),750.00 ml
Portas Da Herdade Branco 2015,https://wine.com.br/vinhos/portas-da-herdade-branco-2015/prod15639.html,,(6),750.00 ml
Canepa Novísimo Sauvignon Blanc 2016,https://wine.com.br/vinhos/canepa-novisimo-sauvignon-blanc-2016/prod15641.html,,(12),750.00 ml
Canepa Novísimo Merlot 2015,https://wine.com.br/vinhos/canepa-novisimo-merlot-2015/prod15640.html,,(6),750.00 ml
Canepa Novísimo Syrah 2015,https://wine.com.br/vinhos/canepa-novisimo-syrah-2015/prod15647.html,,(7),750.00 ml
Fronteira D.O.C. Douro Branco 2015,https://wine.com.br/vinhos/fronteira-d-o-c-douro-branco-2015/prod15646.html,,,750.00 ml
Maycas Reserva Especial Chardonnay 2015,https://wine.com.br/vinhos/maycas-reserva-especial-chardonnay-2015/prod15638.html,,(3),750.00 ml
Toro Loco D.O.P. Utiel-Requena Tempranillo 2015,https://wine.com.br/vinhos/toro-loco-d-o-p-utiel-requena-tempranillo-2015/prod15536.html,,(61),750.00 ml
"GOULART M THE MARSHALL RESERVA MALBEC SINGLE VINEYARD 2012 1,5L",https://wine.com.br/vinhos/goulart-m-the-marshall-reserva-malbec-single-vineyard-2012-1-5l/prod15547.html,,(1),1500.00 ml
Miolo Reserva Chardonnay 2015,https://wine.com.br/vinhos/miolo-reserva-chardonnay-2015/prod15519.html,,,750.00 ml
Artefacto Tinto 2014 375 Ml,https://wine.com.br/vinhos/artefacto-tinto-2014-375-ml/prod15543.html,,,375.00 ml
Val Delle Rose Aurelio D.O.C. Maremma Toscana 2013,https://wine.com.br/vinhos/val-delle-rose-aurelio-d-o-c-maremma-toscana-2013/prod15541.html,,(1),750.00 ml
Jp Azeitão Seleção Do Enólogo Tinto 2015,https://wine.com.br/vinhos/jp-azeitao-selecao-do-enologo-tinto-2015/prod15558.html,,(34),750.00 ml
Goulart T Torrontés 2014,https://wine.com.br/vinhos/goulart-t-torrontes-2014/prod15546.html,,(10),750.00 ml
Artefacto Branco 2015,https://wine.com.br/vinhos/artefacto-branco-2015/prod15542.html,,(2),750.00 ml
Dinari Del Duca Grillo Terre Siciliane Branco Igp 2015,https://wine.com.br/vinhos/dinari-del-duca-grillo-terre-siciliane-branco-igp-2015/prod15549.html,,(5),750.00 ml
Fattoria dei Barbi D.O.C.G. Brunello di Montalcino 2011,https://wine.com.br/vinhos/fattoria-dei-barbi-d-o-c-g-brunello-di-montalcino-2011/prod15726.html,,,750.00 ml
Las Perdices Colheita Tardia Viognier 2014 500ml,https://wine.com.br/vinhos/las-perdices-colheita-tardia-viognier-2014-500ml/prod15709.html,,,500.00 ml
Frei Brothers Reserve Chardonnay 2014,https://wine.com.br/vinhos/frei-brothers-reserve-chardonnay-2014/prod15699.html,,(1),750.00 ml
La Croix Du Château Féret-Lambert Bordeaux Supérieur Ac 2012,https://wine.com.br/vinhos/la-croix-du-chateau-feret-lambert-bordeaux-superieur-ac-2012/prod15730.html,,(3),750.00 ml
FAMIGLIA BIANCHI MALBEC 2013,https://wine.com.br/vinhos/famiglia-bianchi-malbec-2013/prod15703.html,,(2),750.00 ml
Bolla Classico D.O.C. Valpolicella 2015,https://wine.com.br/vinhos/bolla-classico-d-o-c-valpolicella-2015/prod15724.html,,,750.00 ml
Calyptra Vivendo Reserve Rosé 2015,https://wine.com.br/vinhos/calyptra-vivendo-reserve-rose-2015/prod15685.html,,(4),750.00 ml
Natana Syrah 2014,https://wine.com.br/vinhos/natana-syrah-2014/prod15697.html,,(14),750.00 ml
Calyptra Zahir 2010,https://wine.com.br/vinhos/calyptra-zahir-2010/prod15686.html,,(3),750.00 ml
Finca Constancia Parcela 23 - 2013 (Razac),https://wine.com.br/vinhos/finca-constancia-parcela-23-2013-razac-/prod15614.html,,(45),750.00 ml
Finca Constancia Parcela 52 - 2014 (Razac),https://wine.com.br/vinhos/finca-constancia-parcela-52-2014-razac-/prod15613.html,,(29),750.00 ml
Susana Balbo Anubis Mendoza Cabernet Sauvignon 2015,https://wine.com.br/vinhos/susana-balbo-anubis-mendoza-cabernet-sauvignon-2015/prod15557.html,,(1),750.00 ml
Muga Aro 2009,https://wine.com.br/vinhos/muga-aro-2009/prod15560.html,,,750.00 ml
Monte Velho Branco 2015,https://wine.com.br/vinhos/monte-velho-branco-2015/prod15564.html,,(1),750.00 ml
Fantinel Igt Delle Venezie Refosco 2011,https://wine.com.br/vinhos/fantinel-igt-delle-venezie-refosco-2011/prod15538.html,,,750.00 ml
Louis Latour Chablis Branco 2014,https://wine.com.br/vinhos/louis-latour-chablis-branco-2014/prod15554.html,,,750.00 ml
Señorío De Ayud Cabernet Sauvignon Syrah 2015,https://wine.com.br/vinhos/senorio-de-ayud-cabernet-sauvignon-syrah-2015/prod15566.html,,(23),750.00 ml
Señorio De Ayud Do Catalayud Garnacha Syrah 2015,https://wine.com.br/vinhos/senorio-de-ayud-do-catalayud-garnacha-syrah-2015/prod15567.html,,(20),750.00 ml
Monteguelfo D.O.C. Maremma Toscana Rosso 2014,https://wine.com.br/vinhos/monteguelfo-d-o-c-maremma-toscana-rosso-2014/prod15813.html,,(22),750.00 ml
Protos Tinto Fino Do Ribera Del Duero 2014,https://wine.com.br/vinhos/protos-tinto-fino-do-ribera-del-duero-2014/prod15798.html,,(2),750.00 ml
Barahonda Monastrell 2015,https://wine.com.br/vinhos/barahonda-monastrell-2015/prod15735.html,,(5),750.00 ml
Maycas Del Limarí Reserva Especial Syrah 2012.,https://wine.com.br/vinhos/maycas-del-limari-reserva-especial-syrah-2012-/prod15767.html,,(13),750.00 ml
Beni di Batasiolo D.O.C. Piemonte Rosato 2015,https://wine.com.br/vinhos/beni-di-batasiolo-d-o-c-piemonte-rosato-2015/prod15792.html,,,750.00 ml
JP Azeitão Seleção do Enólogo Branco 2015,https://wine.com.br/vinhos/jp-azeitao-selecao-do-enologo-branco-2015/prod15815.html,,(13),750.00 ml
Artefacto Tinto 2014,https://wine.com.br/vinhos/artefacto-tinto-2014/prod15777.html,,(4),750.00 ml
Baron Philippe de Rothschild Cadet d'Oc Pinot Noir 2015,https://wine.com.br/vinhos/baron-philippe-de-rothschild-cadet-d-oc-pinot-noir-2015/prod15821.html,,(11),750.00 ml
Quinta De São João Cuvée Rb 2015,https://wine.com.br/vinhos/quinta-de-sao-joao-cuvee-rb-2015/prod15839.html,,(14),750.00 ml
La Bélière Rouge De Baron Philippe De Rothschild 2014 375ml,https://wine.com.br/vinhos/la-beliere-rouge-de-baron-philippe-de-rothschild-2014-375ml/prod15825.html,,(1),375.00 ml
5 Oros Crianza D.O.Ca. Rioja 2013,https://wine.com.br/vinhos/5-oros-crianza-d-o-ca-rioja-2013/prod15794.html,,(5),750.00 ml
Michel Lynch Aoc Bordeaux Rosé 2015,https://wine.com.br/vinhos/michel-lynch-aoc-bordeaux-rose-2015/prod15832.html,,,750.00 ml
Baron Philippe de Rothschild Cadet d'Oc Merlot 2015,https://wine.com.br/vinhos/baron-philippe-de-rothschild-cadet-d-oc-merlot-2015/prod15820.html,,(2),750.00 ml
Château De Brézé Clos Du Midi Saumur Blanc 2015,https://wine.com.br/vinhos/chateau-de-breze-clos-du-midi-saumur-blanc-2015/prod15800.html,,,750.00 ml
Carpineto Dogajolo I.G.T. Toscano Bianco 2015,https://wine.com.br/vinhos/carpineto-dogajolo-i-g-t-toscano-bianco-2015/prod15793.html,,(4),750.00 ml
Terralis Syrah Malbec 2016,https://wine.com.br/vinhos/terralis-syrah-malbec-2016/prod15693.html,,(37),750.00 ml
Natana Cuvée Rouge 2015,https://wine.com.br/vinhos/natana-cuvee-rouge-2015/prod15696.html,,(30),750.00 ml
La Réserve Du Clos Sainte-Eugénie 2015,https://wine.com.br/vinhos/la-reserve-du-clos-sainte-eugenie-2015/prod15808.html,,(49),750.00 ml
Terra D`Uro Finca La Rana D.O. Toro 2012,https://wine.com.br/vinhos/terra-d-uro-finca-la-rana-d-o-toro-2012/prod15565.html,,(22),750.00 ml
Baron Philippe de Rothschild Anderra Sauvignon Blanc 2015,https://wine.com.br/vinhos/baron-philippe-de-rothschild-anderra-sauvignon-blanc-2015/prod15537.html,,(4),750.00 ml
Quinta Do Portal Muros De Vinha Douro 2014,https://wine.com.br/vinhos/quinta-do-portal-muros-de-vinha-douro-2014/prod15550.html,,(6),750.00 ml
Artefacto D.O.C. Vinho Verde 2015,https://wine.com.br/vinhos/artefacto-d-o-c-vinho-verde-2015/prod15545.html,,(18),750.00 ml
Las Perdices Viognier 2015,https://wine.com.br/vinhos/las-perdices-viognier-2015/prod15524.html,,,750.00 ml
Burmester LBV Porto 2011,https://wine.com.br/vinhos/burmester-lbv-porto-2011/prod15555.html,,(1),750.00 ml
Louis Latour Marsannay 2013,https://wine.com.br/vinhos/louis-latour-marsannay-2013/prod15492.html,,(1),750.00 ml
Ernst Loosen Private Reserve Riesling 2015,https://wine.com.br/vinhos/ernst-loosen-private-reserve-riesling-2015/prod15495.html,,(32),750.00 ml
Portas Da Herdade Tinto 2015,https://wine.com.br/vinhos/portas-da-herdade-tinto-2015/prod15465.html,,(25),750.00 ml
Domaine Des Sénéchaux Aoc Châteauneuf-Du-Pape 2013,https://wine.com.br/vinhos/domaine-des-senechaux-aoc-chateauneuf-du-pape-2013/prod15625.html,,,750.00 ml
Portas Da Herdade Reserva Tinto 2014,https://wine.com.br/vinhos/portas-da-herdade-reserva-tinto-2014/prod15642.html,,(33),750.00 ml
Quinta da Fronteira Reserva DOC Douro 2012,https://wine.com.br/vinhos/quinta-da-fronteira-reserva-doc-douro-2012/prod15645.html,,(7),750.00 ml
Lostal Cazes Rosé 2015,https://wine.com.br/vinhos/lostal-cazes-rose-2015/prod15626.html,,(9),750.00 ml
Pueblo Del Sol Roble Tannat 2015,https://wine.com.br/vinhos/pueblo-del-sol-roble-tannat-2015/prod15588.html,,(27),750.00 ml
Miguel Torres Hemisferio Sur Reserva Cabernet Sauvignon 2015,https://wine.com.br/vinhos/miguel-torres-hemisferio-sur-reserva-cabernet-sauvignon-2015/prod15615.html,,(39),750.00 ml
Félix Solís Caliza D.O. La Mancha Tempranillo Rosé 2015,https://wine.com.br/vinhos/felix-solis-caliza-d-o-la-mancha-tempranillo-rose-2015/prod15604.html,,(2),750.00 ml
Pueblo Del Sol Roble Cabernet Sauvignon 2015,https://wine.com.br/vinhos/pueblo-del-sol-roble-cabernet-sauvignon-2015/prod15589.html,,(21),750.00 ml
Espumante Chandon Riche Demi-Sec Baby 187 Ml,https://wine.com.br/vinhos/espumante-chandon-riche-demi-sec-baby-187-ml/prod15612.html,,(2),187.00 ml
Altas Cumbres Malbec 2014 375ml,https://wine.com.br/vinhos/altas-cumbres-malbec-2014-375ml/prod15483.html,,,375.00 ml
Ropiteau Frères Chardonnay 2015,https://wine.com.br/vinhos/ropiteau-freres-chardonnay-2015/prod15419.html,,(62),750.00 ml
Goulart M The Marshall Reserva Malbec Single Vineyard 2012 375ml,https://wine.com.br/vinhos/goulart-m-the-marshall-reserva-malbec-single-vineyard-2012-375ml/prod15415.html,,(4),375.00 ml
Goulart R Reserva Malbec Cabernet Sauvignon 2012,https://wine.com.br/vinhos/goulart-r-reserva-malbec-cabernet-sauvignon-2012/prod15417.html,,(21),750.00 ml
Bodegas Carrau Amat Cerro Chapeu Tannat 2012,https://wine.com.br/vinhos/bodegas-carrau-amat-cerro-chapeu-tannat-2012/prod15445.html,,(9),750.00 ml
Ropiteau Frères Les Plants Nobles Pinot Noir 2015,https://wine.com.br/vinhos/ropiteau-freres-les-plants-nobles-pinot-noir-2015/prod15418.html,,(76),750.00 ml
Bodegas Carrau Amat Cerro Chapeu Tannat 2008,https://wine.com.br/vinhos/bodegas-carrau-amat-cerro-chapeu-tannat-2008/prod15444.html,,(21),750.00 ml
Apothic Winemaker's Blend Califórnia White 2014,https://wine.com.br/vinhos/apothic-winemaker-s-blend-california-white-2014/prod15394.html,,(8),750.00 ml
Miguel Torres Hemisfério Cabernet - 2015,https://wine.com.br/vinhos/miguel-torres-hemisferio-cabernet-2015/prod15389.html,,(9),750.00 ml
Bridlewood Monterey Pinot Noir 2013,https://wine.com.br/vinhos/bridlewood-monterey-pinot-noir-2013/prod15395.html,,(10),750.00 ml
Château Langlet A.O.C. Graves 2012,https://wine.com.br/vinhos/chateau-langlet-a-o-c-graves-2012/prod15373.html,,(4),750.00 ml
Altivo Vineyard Selection La Rioja Torrontés 2014,https://wine.com.br/vinhos/altivo-vineyard-selection-la-rioja-torrontes-2014/prod15338.html,,(7),750.00 ml
Santa Helena Siglo De Oro Reserva Chardonnay 2015,https://wine.com.br/vinhos/santa-helena-siglo-de-oro-reserva-chardonnay-2015/prod15325.html,,,750.00 ml
Altivo Classic Mendoza Cabernet Sauvignon 2015,https://wine.com.br/vinhos/altivo-classic-mendoza-cabernet-sauvignon-2015/prod15339.html,,(9),750.00 ml
Altivo Vineyard Selection Valle de Uco Chardonnay 2015,https://wine.com.br/vinhos/altivo-vineyard-selection-valle-de-uco-chardonnay-2015/prod15337.html,,(3),750.00 ml
Terra D´Uro Verdejo 2015,https://wine.com.br/vinhos/terra-d-uro-verdejo-2015/prod15308.html,,(7),750.00 ml
Gato Negro Carménère 2015,https://wine.com.br/vinhos/gato-negro-carmenere-2015/prod15321.html,,,750.00 ml
Gato Negro Cabernet Sauvignon 2015,https://wine.com.br/vinhos/gato-negro-cabernet-sauvignon-2015/prod15320.html,,,750.00 ml
Prova Régia Arinto 2014,https://wine.com.br/vinhos/prova-regia-arinto-2014/prod15170.html,,(3),750.00 ml
River Retreat Cabernet Sauvignon 2015,https://wine.com.br/vinhos/river-retreat-cabernet-sauvignon-2015/prod15238.html,,(48),750.00 ml
Chateau Pey du Pont Cru Bourgeois A.O.C. Médoc 2012,https://wine.com.br/vinhos/chateau-pey-du-pont-cru-bourgeois-a-o-c-medoc-2012/prod15239.html,,(8),750.00 ml
